dsire_id,dsire_name,dsire_match_reason,source_url,llm_confidence,llm_open_questions,scenario,description,state(s),building type(s),building vintage(s),end use(s),tech(s),fuel type(s),base fuel,base fuel backup,modification,scope,ira,increase pct,performance level,performance units,credit pct,rebate amount,rebate units,start year,end year,applicable fraction,fraction notes
243,Solar and CHP Sales Tax Exemption,updated,,low,"The program provides a 100% sales tax exemption for solar energy systems (certified by FSEC) and CHP equipment. Effective financial value depends on Florida's state/local sales tax rate (6%+), which is not explicitly given in the input, so credit_pct and rebate_amount are left blank. Mapped tech to electric WH as a representative water heating technology, but reviewer should verify if broader solar or CHP mappings are appropriate.",reference,Solar and CHP Sales Tax Exemption: Florida Department of Revenue,FL,all,all,water heating,electric WH,electricity,all,,replace,non-federal,,,,,,,,2005,,,
4977,Solar and Energy Loan Fund (SELF),updated,http://www.solarenergyloanfund.org,low,"This program provides financing/loans (up to $55,000) rather than direct cash rebates or tax credits. Confirm whether loan programs should be tracked in sub_fed/incentives.csv and how financing terms (e.g., 5-10.5% APR) should be represented. Specific equipment performance efficiency thresholds and rebate amounts are not defined.",reference,Solar and Energy Loan Fund (SELF): http://www.solarenergyloanfund.org,FL,all residential,all,cooling,central AC,electricity,,,replace,non-federal,,,,,,,,2011,,,
22478,ACE Georgia - Business Loan Program,updated,https://aceloans.org/,low,This is a general business loan program from a CDFI without specific energy efficiency requirements or incentive amounts (rebates/credits). Confirm if general loan programs should be included in incentives.csv and whether specific energy performance criteria or interest rate buy-downs exist.,reference,ACE Georgia - Business Loan Program: https://aceloans.org/,GA,all commercial,all,all,all,all,,,,non-federal,,,,,,,,,,,
2112,Blue Ridge Mountain Electric Membership Corporation - Residential Heat Pump Loan Program,updated,https://www.brmemc.com/heat-pump-financing/,low,"This program offers loan financing (up to $15,000 at 8% interest over 10 years) rather than a direct rebate or tax credit. Need to determine if/how loan programs should be modeled in Scout incentives.csv. Specific equipment performance criteria (e.g., SEER2/HSPF2 thresholds) and program start/end dates are not specified in the input.",reference,Blue Ridge Mountain EMC Residential Heat Pump Loan Program: https://www.brmemc.com/heat-pump-financing/,GA,all residential,all,heating,ASHP,electricity,all,,replace,non-federal,,,,,,,,,,,
22057,Central Georgia EMC - PowerUp Lending Program,updated,https://www.cgemc.com/powerup,low,"This entry describes a loan program (up to $25,000 max loan at 9.9% APR for up to 96 months) rather than a direct rebate or tax credit. No specific equipment rebate dollar amounts or numeric performance metrics (e.g., COP, SEER2, UEF) are stated beyond requiring ENERGY STAR qualification. Confirm whether loan programs are included in sub_fed/incentives.csv and how loan terms should be modeled.",reference,Central Georgia EMC - PowerUp Lending Program: https://www.cgemc.com/powerup,GA,all residential,all,heating,ASHP,electricity,all,,replace,non-federal,,,,,,,,,,,
22720,Georgia - Home Efficiency Rebate (HER) Program,updated,https://energyrebates.georgia.gov/home-efficiency-rebates,low,"HER (IRA Sec. 50121) provides tiered incentives based on income (low-income vs. non-low-income) and energy savings performance (20-34% vs 35%+). Max rebate of $16,000 (up to 98% cost) applies to low-income homes achieving >=35% savings; non-low-income rebates are capped at $2,000 or $4,000 (up to 50% cost). Reviewer must decide how to model whole-home performance measures across specific Scout end uses/technologies and split across income eligibility fractions.",reference,Georgia Home Efficiency Rebate (HER) Program: https://energyrebates.georgia.gov/home-efficiency-rebates,GA,all residential,all,all,all,all,all,,replace,non-federal,yes,,20,% energy savings,,16000,$/home,2025,,,
22719,Georgia - Home Electrification and Appliance Rebate (HEAR) Program,updated,https://energyrebates.georgia.gov/home-electrification-and-appliance-rebates,medium,"The program covers multiple technologies (Heat Pump Water Heater $1,750, Insulation/Air Sealing $1,600, Electric Load Service Center $4,000, Electric Wiring $2,500, Electric Cooking/Dryer $840). Separate candidate rows should be created for each distinct tech. Performance level thresholds (e.g. COP/SEER2 requirements) and end year are not provided in text.",reference,Georgia Home Electrification and Appliance Rebate (HEAR) Program: https://energyrebates.georgia.gov/home-electrification-and-appliance-rebates,GA,all residential,all,heating,ASHP,electricity,all,,replace,non-federal,yes,,,,,8000,$/unit,2025,,,"Targeted to low- and moderate-income households (<80% AMI eligible for full rebate up to cap, 80-150% AMI eligible for partial rebate)."
22635,Georgia - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,updated,https://nevi-gdot.hub.arcgis.com/,low,"EV charging infrastructure is outside Scout's standard building equipment scope (heating, cooling, water heating, envelope). No standard Scout end use or technology applies, and no per-unit dollar incentive or building qualification details are specified.",reference,Georgia DOT National Electric Vehicle Infrastructure (NEVI) Formula Grant Program: https://nevi-gdot.hub.arcgis.com/,GA,,,,,electricity,,,,non-federal,,,,,,,,,,,
3175,Georgia Power - Home Energy Improvement Program,updated,https://www.georgiapower.com/residential/save-money-and-energy/products-programs/home-energy-efficiency-programs/home-energy-improvementprogram.html,medium,"Specific efficiency performance thresholds (e.g., SEER2, HSPF2, COP) are not detailed in the summary text and must be verified from the Georgia Power website. Separate rows should be drafted for other measures included in this program (e.g., duct sealing, air sealing, insulation, water heaters).",reference,Georgia Power - Home Energy Improvement Program: https://www.georgiapower.com/residential/save-money-and-energy/products-programs/home-energy-efficiency-programs/home-energy-improvementprogram.html,GA,all residential,all,heating,ASHP,electricity,all,,replace,non-federal,,,,,50,1500,$/unit,2026,2028,,
4177,Local Option - Special Improvement Districts,updated,,low,"This entry describes PACE financing enabling legislation in GA with locally determined terms. No specific rebate amount, credit percentage, start/end years, or performance thresholds are provided in the input source. Confirm if PACE financing programs without specific dollar rebates or rate reductions should be modeled in sub_fed/incentives.csv.",reference,Local Option - Special Improvement Districts (GA PACE financing authorization),GA,all,all,all,all,all,,,,non-federal,,,,,,,,,,,
3441,Marietta Power & Water - Residential Energy Efficiency Rebate,updated,http://www.mariettaga.gov/765/Rebates-Incentives,medium,"Program includes multiple distinct measures (ASHP $150, HPWH $250, Central AC $100, combo $500, appliances); row is drafted for ASHP space heating. Minimum performance standards (e.g., SEER2/HSPF2 thresholds) are not specified in the DSIRE summary and require checking program guidelines. Program start/end years are omitted as they are not explicitly dated in source text.",reference,Marietta Power & Water Residential Energy Efficiency Rebate: http://www.mariettaga.gov/765/Rebates-Incentives,GA,all residential,all,heating,ASHP,electricity,natural gas,,replace,non-federal,,,,,,150,$/unit,,,,
22589,Guam - Photovoltaic Property Tax Exemption,updated,,low,Property tax exemption (100% exemption of added property tax value) does not map directly to purchase rebate/credit amounts or credit_pct in Scout. 'pv' is not standard in Scout's equipment-focused CSV vocabulary. Source URL missing from input record.,reference,Guam - Photovoltaic Property Tax Exemption: Bill No. 1-37 of 2023 provides 100% property tax exemption on added value for PV systems.,GU,all,all,all,pv,electricity,,,replace,non-federal,,,,,,,,2023,,,
2895,Ames Electric Department - Commercial Energy Efficiency Rebate Programs,updated,https://www.cityofames.org/My-Government/Departments/Electric/Smart-Energy/Commercial-Programs,low,"The DSIRE entry covers multiple technologies (ASHP, GSHP, AC, HPWH, thermostats, solar PV) for commercial customers with variable/tiered rebate ranges. This draft row captures Heat Pump Water Heaters ($400). Performance efficiency thresholds (e.g., UEF/COP), program start/end dates, and eligible system specifications are not provided in the text and need verification from utility documentation.",reference,Ames Electric Department - Commercial Energy Efficiency Rebate Programs: https://www.cityofames.org/My-Government/Departments/Electric/Smart-Energy/Commercial-Programs,IA,all commercial,all,water heating,electric WH,electricity,,,replace,non-federal,,,,,,400,$/unit,,,,
3241,Ames Electric Department - Residential Energy Efficiency Rebate Programs,updated,https://www.cityofames.org/My-Government/Departments/Electric/Smart-Energy/Residential-Programs,low,"ASHP rebate amount ranges from $500 to $1,000 (draft reflects $500 minimum). Program requires accepting a load control switch installation. Specific performance efficiency thresholds (e.g., SEER2/HSPF2/COP) and program start/end dates are not provided in the summary and need verification from the source URL.",reference,Ames Electric Department Residential Energy Efficiency Rebate Programs: https://www.cityofames.org/My-Government/Departments/Electric/Smart-Energy/Residential-Programs,IA,all residential,all,heating,ASHP,electricity,all,,replace,non-federal,,,,,,500,$/unit,,,,
966,Energy Replacement Generation Tax Exemption,updated,https://tax.iowa.gov/,low,This program is a state generation tax exemption ($0.0006/kWh exemption) for power generation facilities and self-generators rather than a building equipment or envelope rebate/tax credit. It does not cleanly map to Scout building energy efficiency end uses or equipment measures; human reviewer should confirm whether generation-side tax exemptions belong in sub_fed/incentives.csv.,reference,Iowa Energy Replacement Generation Tax Exemption: https://tax.iowa.gov/,IA,"commercial, institutional",all,all,all,electricity,,,,non-federal,,,,,,,,,,,
142,Local Option - Special Assessment of Wind Energy Devices,updated,https://www.legis.iowa.gov/docs/code/427b.26.pdf,low,"Wind energy systems fall outside Scout's core building energy efficiency equipment scope (HVAC, water heating, envelope). Additionally, property tax special valuation (assessing property at 0% to 30% of acquisition cost over 7 years) does not map directly to a standard cash rebate or sales/income tax credit percentage. Confirm whether distributed generation property tax incentives should be modeled in Scout incentives.csv.",reference,Local Option - Special Assessment of Wind Energy Devices: https://www.legis.iowa.gov/docs/code/427b.26.pdf,IA,all,all,other,other,electricity,,,,non-federal,,,,,,,,,,,
